Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Birthplace,Other Group,Gender
Yeonjung,Yu Yeonjung,유연정,연정,1999-08-03,Cosmic Girls,South Korea,Gwangmyeong,I.O.I,F
Yeontae,Jeong Yeontae,정연태,연태,1992-07-06,IN2IT,South Korea,,,M
Yeonwoo,Lee Dabin,이다빈,연우,1996-08-01,MOMOLAND,South Korea,Seoul,,F
Yeoreum,Lee Jinsook,이진숙,여름,1999-01-10,Cosmic Girls,South Korea,Seoul,,F
Yeoreum,Ahn Chaeyeon,안채연,여름,1996-06-04,Hello Venus,South Korea,,,F
Yeori,Kim Soyeon,김소연,여리,1994-05-30,Gate9,South Korea,Seoul,,F
Yeori,Choi Yeori,최여리,여리,1999-09-08,ARIAZ,South Korea,,,F
Yeosang,Kang Yeosang,강여상,여상,1999-06-15,ATEEZ,South Korea,Incheon,,M
Yeoun,Lee Kyeongbin,이경빈,여운,1997-09-03,ARGON,South Korea,,,M
Yeowool,Ha Yeowool,하여울,여울,1998-04-11,Purplebeck,South Korea,,,F
Yeram,Yang Yeram,양예람,예람,2000-03-31,Astin,South Korea,,,M
Yeri,Kim Yerim,김예림,예리,1999-03-05,Red Velvet,South Korea,Seoul,,F
Yerim,Jeong Yerim,정예림,예림,1997-03-10,Purplebeck,South Korea,,,F
Yerin,Baek Yerin,백예린,백예린,1997-06-26,15&,South Korea,Daejeon,,F
Yerin,Jung Yerin,정예린,예린,1996-08-19,Gfriend,South Korea,Incheon,,F
Yeryung,,,예령,2002-06-22,Lusty,South Korea,Busan,,F
Yeseo,Kang Yeseo,강예서,예서,2005-08-22,Busters,South Korea,,,F
Yeso,Lee Yeso,이예소,예소,2001-11-13,G-reyish,South Korea,,,F
Yesung,Kim Jongwoon,김종운,예성,1984-08-24,Super Junior,South Korea,Seoul,,M
Yezi,Lee Yeji,이예지,예지,1994-08-26,Fiestar,South Korea,Gangneung,,F
Yibo,Wang Yibo,왕이보,이보,1997-08-05,UNIQ,China,,,M
Yijeong,Jang Yijeong,장이정,이정,1993-09-10,HISTORY,South Korea,Jinju,,M
Yiren,Wang Yiren,왕이런,이런,2000-12-29,Everglow,China,,,F
Yixuan,Zhou Yixuan,조이쉔,이쉔,1990-12-11,UNIQ,China,,,M
Yiyeon,Jung Dasol,정다솔,이연,1995-05-28,BVNDIT,South Korea,,,F
Yohan,Kim Yohan,김요한,요한,1999-09-22,X1,South Korea,,,M
Yonggeun,Jo Yonggeun,조용근,용근,1995-01-23,D1CE,South Korea,,,M
Yongguk,Bang Yongguk,방용국,용국,1990-03-31,B.A.P,South Korea,Incheon,,M
Yongha,Yoo Yongha,유용하,용하,1999-01-11,1the9,South Korea,,,M
Yonghee,Kim Yonghee,김용희,용희,2000-02-17,CIX,South Korea,,,M
Yonghoon,Jin Yonghoon,진용훈,용훈,1994-08-17,Onewe,South Korea,,,M
Yonghwa,Jung Yonghwa,정용화,용화,1989-06-22,CNBLUE,South Korea,Seoul,,M
Yongseok,Kim Yongseok,김용석,용석,1993-01-08,CROSS GENE,South Korea,Seoul,,M
Yongseung,Kim Yongseung,김용승,용승,2000-06-17,Verivery,South Korea,,,M
Yooa,Yoo Siah,유시아,유아,1995-09-17,Oh My Girl,South Korea,Seoul,,F
Yoochun,Park Yoochun,박유천,유천,1986-07-04,JYJ,South Korea,Seoul,,M
Yoohyeon,Kim Yoohyeon,김유현,유현,1997-01-07,Dreamcatcher,South Korea,Incheon,,F
Yoojin,Jang Yoojin,정유진,유진,1992-09-14,,South Korea,,,F
Yoojun,Jun Yoojun,정유준,유준,1995-07-26,D1CE,South Korea,,,M
Yoojung,Choi Yoojung,최유정,유정,1999-11-12,Weki Meki,South Korea,Guri,"I.O.I, WJMK",F
Yoojung,Lee Taeyeop,이태엽,유정,1997-05-19,OnlyOneOf,South Korea,,,M
Yookyung,Seo Yookyung,서유경,유경,1993-03-15,,South Korea,,,F
Yoomin,Na Yoomin,나유민,유민,1993-08-29,MELODYDAY,South Korea,,,F
Yoon,Heo Yoon,허윤,윤,1994-09-23,4TEN,South Korea,,,F
Yoon,Ji Hayoon,지하윤,윤,1997-07-08,Gate9,South Korea,Busan,,F
Yoona,Im Yoona,임윤아?,윤아,1990-05-30,SNSD,South Korea,Seoul,,F
Yoonbin,Ha Yoonbin,하윤빈,윤빈,2000-12-11,,South Korea,,,M
Yoonhye,Jung Yoonhye,정윤혜,윤혜,1990-04-14,Rainbow,South Korea,Daejeon,,F
Yoonhye,Jung Yoonhye,정윤혜,윤혜,2001-10-04,FANATICS,South Korea,,FANATICS FLAVOR,F
Yoonji,,,윤지,1998-07-21,Lusty,South Korea,,,F
Yoonjo,Shin Yoonjo,신윤조,윤조,1992-12-14,UNI.T,South Korea,Seoul,,F
Yoonsan,Yoon Sanghyuk,윤상혁,윤산,1994-08-22,HOTSHOT,South Korea,,,M
Yoosung,Jeong Yoosung,정유성,유성,1992-10-08,,South Korea,,,M
Yooyoung,Lee Yooyoung,이유영,유영,1995-01-23,Hello Venus,South Korea,Suwon,,F
Yoseob,Yang Yoseob,양요섭,요섭,1990-01-05,Highlight,South Korea,Seoul,,M
Yoshinori,Kanemoto Yoshinori,카네모토 요시노리,요시노리,2000-05-15,Treasure,Japan,Kobe,,M
Youi,Kim Jihyeo,유아이,유아이,2000-04-24,Dreamnote,South Korea,,,F
Young K,Kang Young-hyun,강영현,영케이,1993-12-19,DAY6,South Korea,,,M
Youngbin,Kim Youngbin,김영빈,영빈,1993-11-23,SF9,South Korea,,,M
Youngho,Noh Youngho,노영호,영호,1993-03-24,SIGNAL,South Korea,,,M
Younghoon,Kim Younghoon,김영훈,영훈,1997-08-08,The Boyz,South Korea,,,M
Youngjae,Yoo Youngjae,유영재,영재,1994-01-24,B.A.P,South Korea,Seoul,,M
Youngjae,Choi Youngjae,최영재,영재,1996-09-17,GOT7,South Korea,Mokpo,,M
Youngji,Hur Youngji,허영지,영지,1994-08-30,,South Korea,Goyang,,F
Youngmin,Jo Youngmin,조영민,영민,1995-04-24,Boyfriend,South Korea,Anyang,,M
Youngmin,Lee Youngmin,임영민,영민,1995-12-25,AB6IX,South Korea,Busan,MXM,M
Youngwoong,Cho Youngwoon,조영웅,영웅,1999-05-01,14U,South Korea,,,M
Yua,Mikami Yua,미카미 유아,유아,1993-08-16,Honey Popcorn,Japan,,,F
Yubin,Kim Yubin,김유빈,유빈,1988-10-04,Wonder Girls,South Korea,Gwangju,,F
Yubin,Cho Yubin,조유빈,유빈,1999-10-09,Pink Fantasy,South Korea,,,F
Yuem,Park Subin,박수빈,유음,1996-12-25,H.U.B,South Korea,,,F
Yugyeom,Kim Yugyeom,김유겸,유겸,1997-11-17,GOT7,South Korea,Namyangju,,M
Yuha,Kang Kyungwon,강경원,유하,1997-11-05,Hinapia,South Korea,,,F
Yujeong,Kim Yujeong,김유정,유정,1992-02-14,LABOUM,South Korea,Seoul,,F
Yujeong,Nam Yujeong,남유정,유정,1991-05-02,Brave Girls,South Korea,Seoul,,F
Yuji,Son Yuji,손유지,유지,1998-11-25,3YE,South Korea,,,F
Yujin,Choi Yujin,최유진,유진,1996-08-12,CLC,South Korea,Jeonju,,F
Yujin,Seo Yoojin,소유진,유진,1994-06-18,Playback,South Korea,,,F
Yujin,Jeong Yujin,정유진,유진,1989-10-23,S#aFLA,South Korea,,,F
Yujin,Ahn Yujin,안유진,유진,2003-09-01,IZ*ONE,South Korea,Cheongju,,F
Yuju,Choi Yuna,최유나,유주,1997-10-04,Gfriend,South Korea,Goyang,,F
Yuju,Choi Yuju,최유주,유주,1997-03-05,Cherry Bullet,South Korea,,,F
Yukyung,Lee Yukyung,이유경,유경,1999-11-05,ELRIS,South Korea,,,F
Yulhee,Kim Yulhee,김율희,율희,1997-11-27,,South Korea,Bucheon,,F
Yuna,Seo Yuna,서유나,유나,1992-12-30,AoA,South Korea,Busan,AOA BLACK,F
Yuna,Lee Yuna,이유나,유나,1993-04-06,Brave Girls,South Korea,Seoul,,F
Yuna,Shin Yuna,신유나,유나,2003-12-09,ITZY,South Korea,,,F
Yunho,Jang Yunho,장윤호,윤호,2000-04-15,VARSITY,South Korea,,,M
Yunho,Jeong Yunho,정윤호,윤호,1999-03-23,ATEEZ,South Korea,Gwangju,,M
Yunji,Lee Yunji,이윤지,윤지,1992-04-04,Playback,South Korea,,,F
Yunji,Kim Yunji,김윤지,윤지,1996-08-26,ARIAZ,South Korea,,,F
Yunkyung,Seo Yunkyung,서윤경,윤경,2001-11-01,Rocket Punch,South Korea,,,F
Yunmin,Yun Min,윤민,윤민,2001-02-26,Newkidd,South Korea,,,M
Yunsung,Hwang Yunsung,황윤성,윤성,1996-03-19,Romeo,South Korea,,,M
Yuqi,Song Yuqi,송우기,우기,1999-09-23,(G)I-DLE,China,Beijing,,F
Yura,Kim Ahyoung,김아영,유라,1992-11-06,Girl's Day,South Korea,Ulsan,,F
Yuri,Kwon Yuri,권유리?,유리,1989-12-05,SNSD,South Korea,Goyang,,F
Yuri,Jo Yuri,조유리,유리,2001-10-22,IZ*ONE,South Korea,Busan,,F
Yurim,Park Yurim,박유림,유림,1998-04-13,3YE,South Korea,,,F
Yuta,Nakamoto Yuta,나카모토 유타,유타,1995-10-26,NCT,Japan,Osaka,NCT 127,M
Yuto,Adachi Yuto,아다치 유토,유토,1998-01-23,PENTAGON,Japan,,,M
Yuvin,Song Yuvin,송유빈,유빈,1998-04-28,B.O.Y,South Korea,,,M
Yves,Ha Sooyoung,하수영,이브,1997-05-24,LOONA,South Korea,,Loona yyxy,F
YY,Kim Moonyong,김문용,와이와이,1991-08-30,UNVS,South Korea,,,M
Z-UK,Jeong Jaewook,정재욱,지욱,1993-01-27,,South Korea,,,M
Zelo,Choi Junhong,최준홍,젤로,1996-10-15,B.A.P,South Korea,Mokpo,,M
Zhou Mi,Zhou Mi,조미,조미,1986-04-19,Super Junior-M,China,Wuhan,,M
Zico,Woo Jiho,우지호,지코,1992-09-14,Block B,South Korea,Seoul,,M
Ziu,Park Heejun,박희준,지우,1997-06-16,VAV,South Korea,,,M
ZN,Bae Jinye,배진예,지엔,1994-06-09,LABOUM,South Korea,Bucheon,UNI.T,F
Zoa,Cho Hyewon,조혜원,조아,2005-05-31,Weeekly,South Korea,,,F
Zuho,Bae Juho,백주호,주호,1996-07-04,SF9,South Korea,,,M
Zuny,Kim Joomi,김주미,주니,1994-12-08,Ladies' Code,South Korea,Gwangju,,F
