;;;   
;;;   The lexicon was taken from Brill's rule based tagger v1.14,
;;;   trained on Brown corpus and Penn Treebank.
;;;   
;;;   Eric Brill (1992). A simple rule-based part of speech tagger.
;;;   In Proceedings of the workshop on Speech and Natural Language (pp. 112-116).
;;;   Association for Computational Linguistics.
;;;   
;;;   Copyright 1993 by the Massachusetts Institute of Technology and the
;;;   University of Pennsylvania. All rights reserved. MIT license.
;;;   
;;;   Additional words were added from the Twitter Part-of-Speech Annotated Data,
;;;   available under the Creative Commons Attribution 3.0 Unported license ("CC-BY").
;;;   Carnegie Mellon University. http://www.ark.cs.cmu.edu/TweetNLP
;;;   
;;;   Kevin Gimpel, Nathan Schneider, Brendan O'Connor, et al. (2011).
;;;   Part-of-Speech Tagging for Twitter: Annotation, Features, and Experiments.
;;;   In Proceedings of the Annual Meeting of the ACL, Portland, OR, June 2011.
;;;   
! .
!! .
!!! .
!!!! .
!!!!! .
!!!!!! .
!!!!!!! .
!!!!!!!! .
!. .
!? .
" "
# #
#1 CD
#2 CD
#GLEE NNP
#Glee NNP
#celtics NNPS
#fail NN
#fb NNP
#glee NNP
#howcome VB
#lakers NNPS
#shoutout NN
#teamceltics NNPS
#teamlakers NNPS
#win NN
Alstyne NNP
Alt NNP
Alta NNP
Altair NNP
Altairians NNPS
Altama NNP
Altar NNP
Altenburg NNP
Alter VB
Alterman NNP
Alternate JJ
Alternately RB
Alternating VBG
Alternative JJ
Alternative-operator NN
Alternatively RB
Alternatives NNP
Althaus NNP
Althea NNP
Although IN
Altimari NNP
Altman NNP
Alto NNP
Altogether RB
Alton NNP
Altos NNP
Altron NNP
Alumina NNP
Aluminium NNP
Aluminum NNP
Aluminum-Bat NN
Aluminum-ingot NN
Alumni NNPS
Alun-Jones NNP
AlunJones NNP
Alurralde NNP
Alusik NNP
Alusuisse NNP
Alva NNP
Alvan NNP
Alvarez NNP
Alvear NNP
Alvero-Cruz NNP
Alvin NNP
Alvise NNP
Always RB
Alwin NNP
Alyce NNP
Alysia NNP
Alzheimer NNP
Am NNP
AmBase NNP
AmBrit NNP
Amabile NNP
Amada NNP
Amadee NNP
Amadeus NN
Amado NNP
Amador NNP
Amadou-Mahtar NNP
Amalgamated NNP
Amana NNP
Amando NNP
Amaral NNP
Amarillo NNP
Amatayakul NNP
Amateur NNP
Amaury NNP
Amax NNP
Amazing JJ
Amazon NNP
Amazonia NNP
Amazonian JJ
Ambassador NNP
Ambassador-at-Large NNP
Ambassador-designate NNP
Amber NNP
Ambigua NNP
Ambiguan JJ
Ambiguity NN
Ambler NNP
Amboy NNP
Ambridge NNP
Ambroise NNP
Ambrose NNP
Ambrosiano NNP
Ambulances NNS
Ambushes NNS
Amca NNP
Amcap NNP
Amcast NNP
Amclyde NNP
Amcor NNP
Amcore NNP
Amdahl NNP
Amdec NNP
Amdura NNP
Ameaux NNP
Amee NNP
Amelia NNP
Amen UH
Amending VBG
Amendment NNP
Amendments NNPS
Amenities NNS
Amenitskii NNP
Amer NNP
Amerace NNP
Amerada NNP
Ameri-Cable NNP
AmeriGas NNP
AmeriTrust NNP
America NNP
America. NNP
America\/International NNP
American NNP
American-China NNP
American-Jewish JJ
American-Negro NNP
American-built JJ
American-developed JJ
American-made JJ
American-style JJ
American-trained JJ
Americana NNS
Americanized VBD
Americano NNP
Americans NNPS
Americas NNP
Ameritas NNP
Ameritech NNP
Amerman NNP
Ameron NNP
Amerongen NNP
Ames NNP
Ametek NNP
Amex NNP
Amfac NNP
Amfesco NNP
Amgen NNP
Amharas NNPS
Amherst NNP
Amhowitz NNP
Amicable NNP
Amicam NNP
Amici FW
Amid IN
Amidst IN
Amiel NNP
Amiga NNP
Amin NNP
Amira NNP
Amis NNP
Amish NNP
Amitai NNP
Amityville NNP
Amityvilles NNPS
Amman NNP
Ammann NNP
Ammonium NN
Ammunition NNP
Amneris NNP
Amoco NNP
Amoco-led JJ
Amomng JJ
Amon NNP
Amonasro NNP
Among IN
Amor FW
Amorim NNP
Amory NNP
Amos NNP
Amoskeag NNP
Amounts NNS
Amp NNP
Amparano NNP
Amperex NNP
Amra NN
Amram NNP
Amro NNP
Amschel NNP
Amstel NNP
Amsterdam NNP
Amsterdam-Rotterdam NNP
Amstrad NNP
Amt FW
Amtech NNP
Amtrak NNP
Amtran NNP
Amudarya NNP
Amundsen NNP
Amusement NN
Amusements NNPS
Amusing JJ
Amvest NNP
Amway NNP
Amy NNP
Amylin NNP
An DT
An-12 NN
Ana NNP
AnaMor NNP
Anabaptist NN
Anabaptists NNPS
Anabel NNP
Anac NNP
Anacomp NNP
Anaconda NN
Anadarko NNP
Anaheim NNP
Anaheim-Santa NNP
Analog NNP
Analogously RB
Analyses NNS
Analysis NNP
Analyst NN
Analysts NNS
Analytic NNP
Analytical NNP
Analytrol NNP
Analyzer NNP
Anand NNP
Anania NNP
Anarcho-Syndicalists NNPS
Anastasio NNP
Anat NNP
Anatol NNP
Anatole NNP
Anatoly NNP
Anatomically RB
Ancel NNP
Anchisi NNP
Anchor NNP
Anchorage NNP
Anchorite NN
Ancient NNP
Ancinec NNP
Ancistrodon NNP
Anctil NNP
And CC
Andalusians NNPS
Andean JJ
Andee NNP
Andel NNP
Anderlini NNP
Anders NNP
Andersen NNP
Andersen-Price NNP
Anderson NNP
Andersson NNP
Andes NNPS
Andi NNP
Andover NNP
Andras NNP
Andre NNP
Andrea NNP
Andreas NNP
Andreassen NNP
Andree NNP
Andrei NNP
Andrena NNP
Andreotti NNP
Andres NNP
Andress NNP
Andrew NNP
Andrews NNP
Andriessen NNP
Andris NNP
Androfski NNP
Androgyny NN
Andromache NNP
Andrus NNP
Andruses NNPS
Andrzej NNP
Andy NNP
Anfia NNP
Angel NNP
Angel\ NNP
Angela NNP
Angelenos NNP
Angeles NNP
Angeles-Pasadena NNP
Angeles-area JJ
Angeles-based JJ
Angelica NNP
Angelico NNP
Angelina NNP
Angell NNP
Angellism NNP
Angelo NNP
Angels NNPS
Angenics NNP
Anger VBP
Angers NNP
Angevine NNP
Angie NNP
Angier NNP
Angkor NNP
Angleterre FW
Anglia NNP
Anglian JJ
Anglican NNP
Anglicanism NN
Anglicans NNS
Anglo NNP
Anglo-American NNP
Anglo-Americans NNPS
Anglo-Argentine NNP
Anglo-Dutch JJ
Anglo-French JJ
Anglo-Irish JJ
Anglo-Jewish JJ
Anglo-North JJ
Anglo-Protestant JJ
Anglo-Saxon NNP
Anglo-Saxons NNS
Anglo\ JJ
Anglo\/Dutch NNP
Anglophilia NNP
Anglophobia NN
Angola NNP
Angolan JJ
Angotti NNP
Angrily RB
Angrist NNP
Angry JJ
Angst NN
Angus NNP
Anhalt-Bernburg NNP
Anheuser NNP
Anheuser-Busch NNP
Anhwei NNP
Animal NN
Animals NNS
Animated JJ
Aniseikonic JJ
Aniskovich NNP
Anita NNP
Anjelica NNP
Ankara NNP
Ankeny NNP
Anker NNP
Anku NNP
Anlage NNP
Ann NNP
Anna NNP
Annalee NNP
Annamorena NNP
Annandale NNP
Annapolis NNP
Annaud NNP
Anne NNP
Anne-Marie NNP
Annenberg NNP
Annex NNP
Annicchino NNP
Annie NNP
Annihilate VB
Annisberg NNP
Anniston NNP
Anniversary NNP
Announced JJ
Announcement NN
Announces VBZ
Annual JJ
Annualized VBN
Annuities NNS
Annuity NNP
Anointing VBG
Anonymous NNP
Another DT
Anouilh NNP
Anschluss FW
Ansco NNP
Ansel NNP
Anselm NNP
Anselmo NNP
Ansley NNP
Anson NN
Anspach NNP
Answer NN
Answers VBZ
Ant NN
Anta NNP
Antar NNP
Antarctic NNP
Antarctica NNP
Antares NNP
Ante NN
Antenne NNP
Anterior NNP
Anthea NNP
Anthem NNP
Anthology NNP
Anthong NNP
Anthony NNP
Anthropic NNP
Anthropologists NNS
Anthropology NNP
Anti NNP
Anti-A NNP
Anti-American JJ
Anti-Americanism NNP
Anti-Ballistic NNP
Anti-Ballistic-Missile JJ
Anti-Christ NNP
Anti-Communist JJ
Anti-Deficiency NNP
Anti-Jones JJ
Anti-Semite NN
Anti-Semitic JJ
Anti-Swapo JJ
Anti-Wrinkle NNP
Anti-abortion JJ
Anti-apartheid JJ
Anti-dumping JJ
Anti-nuclear JJ
Anti-recession NN
Anti-union JJ
Antibody NN
Anticipated VBN
Anticipating VBG
Anticipation NN
Antietam NNP
Antigone NNP
Antigua NNP
Antilles NNPS
Antinomians NNS
Antinori NNP
Antioquia NNP
Antique NNP
Antiques NNPS
Antiquity NN
Antisubmarine JJ
Antithyroid JJ
Antitrust NNP
Antler NNP
Antoine NNP
Antoinette NNP
Antolini NNP
Anton NNP
Antone NNP
Antoni NNP
Antonia NNP
Antonin NNP
Antonini NNP
Antonio NNP
Antonio-based JJ
Antonovich NNP
Antony NNP
Antori NNP
Ants NNS
Antwerp NNP
Antwerp-based JJ
Antwerpsche NNP
Anwar NN
Anxiety NNP
Anxious JJ
Any DT
Anybody NN
Anyhow RB
Anyone NN
Anything NN
Anytime RB
Anyway RB
Anywhere RB
Anzilotti NNP
Aoki NNP
Aon NNP
Aouelloul NNP
Aoun NNP
Aoyama NNP
Apache NNP
Apaches NNPS
Apalachicola NNP
Apar NNP
Aparicio NNP
Apart RB
Apartheid NNP
Apartment NN
Apartments NNP
Ape NNP
Apergillus NN
Apex NNP
Aphrodite NNP
Apicella NNP
Apocalypse NNP
Apocalyptic NNP
Apocrypha NNPS
Apogee NNP
Apollinaire NNP
Apollo NNP
Apollonian JJ
Apolo NNP
Apologia NN
Apologie NNP
Apologies NNS
Apology NNP
Apostles NNPS
Apostolakis NNP
App NNP
App. NNP
Appalachia NNP
Appalachian NNP
Appalachians NNPS
Appalled JJ
Appaloosas NNPS
Apparatus NN
Apparel NN
Apparently RB
Appeal NNP
Appealing VBG
Appeals NNPS
Appear VBP
Appearance NN
Appel NNP
Appelbaum NNP
Appell NNP
Appellate NNP
Appendix NN
Appendixes NNS
Appert NNP
Appian NNP
Appignanesi NNP
Applause NN
Apple NNP
Apple-Microsoft NNP
Applebaum NNP
Applebee NNP
Appleby NNP
Apples NNS
Appleseed NNP
Appleseeds NNPS
Appleton NNP
Appleyard NNP
Appliances NNPS
Application NNP
Applications NNS
Applied NNP
Applying VBG
Appointed VBN
Appointment NN
Appraisers NNPS
Appreciation NNP
Apprehensively RB
Apprentice NNP
Approach NNP
Approached VBN
Approaches NNS
Approaching VBG
Appropriate JJ
Appropriately RB
Appropriation NNP
Appropriations NNP
Approval NN
Approvals NNS
Approved VBN
Approximately RB
April NNP
April-June NNP
Aprile NNP
Apropos RB
Aprotinine NNP
Apt JJ
Aptitude NNP
Aqazadeh NNP
Aqua NNP
Aqua-Ban NNP
Aquacutie NNP
Aqualon NNP
Aquidneck NNP
Aquifers NNS
Aquinas NNP
Aquino NNP
Aquitaine NNP
Ara NNP
Arab NNP
Arab-Israeli JJ
Arab-sponsored JJ
Arabia NNP
Arabian NNP
Arabian-American NNP
Arabians NNPS
Arabic NNP
Arabist JJ
Arabs NNPS
Araby NNP
Arafat NNP
Aragon NNP
Arai NNP
Arakawa NNP
Aral NNP
Aral'sk NNP
Aramis NNP
Aran NNP
Aransas NNP
Arapacis NNP
Araskog NNP
Arata NNP
Arau NNP
Arbeitskommando NNP
Arbel NNP
Arbitrage NN
Arbitrage-related JJ
Arbitragers NNS
Arbitraging VBG
Arbitrary NNP
Arbitration NN
Arbogast NNP
Arbor NNP
Arboretum NNP
Arbs NNS
Arbuckle NNP
Arby NNP
Arc NNP
Arcadian NNP
Arcadipane NNP
Arcata NNP
Arch NNP
Archaeology NNP
Archangel NNP
Archbishop NNP
Archbishops NNS
Archer NNP
Archer-Daniels-Midland NNP
Archey NNP
Archibald NNP
Archie NNP
Archimedes NNP
Archipelago NNP
Architect NNP
Architects NNS
Architecture NNP
Archive NNP
Archives NNPS
Archuleta NNP
Arcilla NNP
Arco NNP
Arctic NNP
Arden NNP
Ardent NNP
Ardito NNP
Ardito-Barletta NNP
Ardmore NNP
Are VBP
Area NNP
Areas NNS
Arena NNP
Arenberg NNP
Arens NNP
Arenula NNP
Arequipa NNP
Ares NNP
Arfeen NNP
Argabright NNP
Argas NNP
Argent NNP
Argentina NNP
Argentine JJ
Argentines NNPS
Argentinian JJ
Arger NNP
Argiento NNP
Argive NNP
ArgoSystems NNPS
Argon NN
Argonauts NNPS
Argonne NNP
Argos NNP
Arguably RB
Arguing VBG
Arguments NNS
Argumenty NNP
Argus NNP
Argyll NNP
Argyros NNP
Arhat NNP
Arhats NNPS
Ariadne NNP
Ariail NNP
Ariane NNP
Arianespace NNP
Arianism NNP
Arianist NNP
Arianists NNS
Arias NNP
Aricaras NNPS
Ariel NNP
Arigato FW
Arighi NNP
Aril NNP
Arimathea NNP
Aristech NNP
Aristide NNP
Aristotelean-Thomistic JJ
Aristotelian JJ
Aristotle NNP
Arithmetic NNP
Ariz NNP
Ariz. NNP
Ariz.-based JJ
Arizona NNP
Arizona-related JJ
Ark NNP
Ark. NNP
Ark.-based JJ
Arkabutla NNP
Arkansas NNP
Arkansas-based JJ
Arkhangelsk NNP
Arkhipov NNP
Arkla NNP
Arkoma NNP
Arland NNP
Arlauskas NNP
Arleigh NNP
Arlen NNP
Arlene NNP
Arles NN
Arlin NNP
Arlington NNP
Arlt NNP
Arm NN
Armada NNP
Armageddon NN
Armand NNP
Armani NNP
Armas NNP
Armbro NNP
Armco NNP
Armed NNP
Armen NNP
Armenia NNP
Armenian JJ
Armenians NNPS
Armentieres NNP
Armide NN
Armies NNP
Armin NNP
Armisteads NNPS
Armistice NNP
Armitage NNP
Armond NNP
Armonk NNP
Armor NNP
Armored NNP
Armory NNP
Armour NNP
Arms NNP
Armstrong NNP
Armuelles NNP
Army NNP
Arnault NNP
Arne NNP
Arnell NNP
Arnell\/Bickford NNP
Arney NNP
Arnhem NNP
Arnold NNP
Arnold-Foster NNP
Arnolphe NNP
Arnott NNP
Aro NNP
Aromatiques NNP
Aronson NNP
Aroostook NNP
Aros NNP
Around IN
Aroused VBN
Arp NNP
Arpanet NNP
Arpege NNP
Arpino NNP
Arps NNP
Arrack NN
Arragon NNP
Arraignment NN
Arraignments NNS
Arrange VB
Arrangement NNP
Arrangements NNS
Arranging VBG
Arrayed VBN
Arrest NN
Arrested VBN
Arrington NNP
Arriving VBG
Arrow NNP
Arrowhead NNP
Arroyo NNP
Arseneault NNP
Arsenio NNP
Arseny NNP
Arshinkoff NNP
Art NNP
Arte NNP
Artemis NNP
Artemisia NNP
Arterial JJ
Arteries NN
Artesia NNP
Artfully RB
Arthritis NNP
Arthur NNP
Arthurian JJ
Article NN
Articles NNPS
Artie NNP
Artificer NN
Artificial JJ
Artillery NN
Artisans NNS
Artist NNP
Artistes NNP
Artistic JJ
Artists NNPS
Artkino NNP
Artois NNP
Artra NNP
Arts NNP
Artur NNP
Arturo NNP
Artzt NNP
Aruba NNP
Arundel NNP
Arvey NNP
Arvin NNP
Arvind NNP
Arx NNP
As IN
Asada NNP
Asahi NNP
Asahipen NNP
Asarco NNP
Asbestos NNP
Asbury NNP
Ascent NNP
Asch NNP
Aschenbach NNP
Ascii NNP
Asea NNP
Asean JJ
Asensio NNP
Ash NNP
Ash-Can NNP
Ashamed JJ
Ashcroft NNP
Ashenberg NNP
Asher NNP
Asher\/Gould NNP
Asheville NNP
Ashikaga NNP
Ashington-Pickett NNP
Ashkhabad NNP
Ashland NNP
Ashley NNP
Ashman NNP
Ashmolean NNP
Ashok NNP
Ashtabula NN
Ashton NNP
Ashton-Tate NNP
Ashurst NNP
Ashwood NNP
Asia NNP
Asia-Pacific NNP
Asia\ JJ
Asia\/Pacific JJ
Asian JJ
Asian-American JJ
Asian-Americans NNPS
Asian-owned JJ
Asians NNPS
Asiatic JJ
Aside RB
Asides NNP
Asil NNP
Asilomar NNP
Asilone NNP
Asimov NNP
Ask VB
Aska NNP
Asked VBN
Askin NNP
Askington NNP
Asks VBZ
Aslacton NNP
Aslanian NNP
Asleep RB
Asman NNP
Asmara NNP
Aspe NNP
Aspects NNPS
Aspen NNP
Aspencade NNP
Aspencades NNPS
Aspenstrom NNP
Aspercreme NNP
Aspilia NN
Aspin NNP
Aspirin NNP
Asquith NNP
Asra NNP
Ass'n NNP
Ass'ns NNP
Assab NNP
Assad NNP
Assam NNP
Assassination NNP
Assemble VB
Assemblies NNP
Assembly NNP
Assemblyman NNP
Assemblywoman NNP
Asser NNP
Asserts VBZ
Asses NNS
Assess VB
Assessment NNP
Assessors NNS
Asset NNP
Asset-Backed JJ
Asset-backed JJ
Asset-management JJ
Assets NNS
Assicurazioni NNP
Assign VB
Assignation NN
Assimilation NNP
Assiniboia NNP
Assiniboine NNP
Assist NNP
Assistance NNP
Assistant NNP
Assisting VBG
Assn NNP
Assn. NNP
Associate NNP
Associated NNP
Associates NNPS
Association NNP
Association-College NNP
Associations NNP
Assonance NN
Assume VB
Assuming VBG
Assumption NN
Assurance NNP
Assurances NNP
Assuredly RB
Assyrian NNP
Assyriology NN
Asta NNP
Astaires NNPS
Astarte NNP
Astec NNP
Asteria NNP
Asteroidal JJ
Asti NNP
Astin NNP
Aston NNP
Astonishingly RB
Astor NNP
Astoria NNP
Astra NNP
Astrid NNP
Astrodome NNP
Astronaut NN
Astronauts NNS
Astronomy NN
Astrophysicist NN
Astros NNPS
Astwood NNP
Aswara NNP
Asylum NNP
At IN
Atala NNP
Atalanta\/Sosnoff NNP
Atari NNP
Atchinson NNP
Atco NNP
Ate VBD
Ateliers NNP
Aterman NNP
Ath. NNP
Athabascan NNP
Athalie NNP
Athanassiades NNP
Athearn NNP
Atheist NNP
Athena NNP
Athenaeum NNP
Athenian JJ
Athenians NNPS
Athens NNP
Atherton NNP
Athlete NNP
Athletic NNP
Athletics NNP
Athlone NNP
Atkins NNP
Atkinson NNP
Atkisson NNP
Atkissons NNPS
Atlanta NNP
Atlanta-Chicago NNP
Atlanta-based JJ
Atlantans NNPS
Atlantes NN
Atlantic NNP
Atlantica NNP
Atlantis NNP
Atlas NNP
Atlas-Centaur NNP
Atlee NNP
Atmospheric NNP
Atomic NNP
Atomics\/Combustion NNP
Atone VB
Atonement NN
Atonio NNP
Atop IN
Atorino NNP
Atra NNP
Atreus NNP
Atrium NNP
Atsushi NNP
Atta NN
Attack NNP
Attacks VBZ
Attakapas NNP
Attali NNP
Attanasio NNP
Attempts NNS
Attendance NN
Attendants NNPS
Attending VBG
Attention NN
Attermann NNP
Attic NNP
Attica NNP
Attila NNP
Attilio NNP
Attitude NN
Attitudes NNS
Attlee NNP
Attopeu NNP
Attorney NNP
Attorneys NNS
Attorneys-at-Large NNP
Attracted VBN
Attraction NNP
Attractions NNPS
Attribute NNP
Attributes NNS
Attridge NNP
Attrition NN
Attu NNP
Attwood NNP
Atty. NNP
Atwell NNP
Atwells NNP
Atwood NNP
Atzez NNP
Au FW
AuCoin NNP
Auberge NNP
Aubr. NNP
Aubrey NNP
Auburn NN
Auckland NNP
Auction NN
Auctions NNS
Audi NNP
Audience NN
Audio NNP
Audiovisual NNP
Audit NNP
Auditorium NNP
Auditors NNS
Audits NNPS
Audrey NNP
Audubon NNP
Auerbach NNP
Auf NNP
Aug. NNP
Auger NNP
August NNP
Augusta NNP
Augustan NNP
Augustin NNP
Augustine NNP
Augustines NNPS
Augusto NNP
Augustus NNP
Aul NNP
Aulnay NNP
Aung NNP
Aunt NNP
Auntie NNP
Aunts NNS
Aureliano NNP
Aurelius NNP
Aureomycin NN
Aurora NNP
Auschwitz NNP
Aussedat NNP
Austin NNP
Austins NNPS
Australasian JJ
Australia NNP
Australia-based JJ
Australia-wide JJ
Australian JJ
Australian-American JJ
Australian-Chinese JJ
Australian-based JJ
Australians NNS
Australites NNS
Austria NNP
Austrian JJ
Austrian-Argentine JJ
Austro-Hungarian JJ
Authenticated VBN
Authentication NNP
Author NNP
Authorities NNS
Authority NNP
Authority-Garden NNP
Authors NNS
Auto NN
Auto-Europe NNP
Auto-parts JJ
AutoPacific NNP
AutoWorld NNP
Autobiographies NNS
Autobiography NNP
Autocamiones NNP
Autocoder NN
Autocollimator NN
Autocracies NNPS
Autodesk NNP
Autolatina NNP
Automated NNP
Automatic NNP
Automatically RB
Automation NNP
Automax NNP
Automobile NNP
Automobiles NNS
Automobili NNP
Automotive NNP
Autorapido NNP
Autos NNS
Autosuggestibility NN
Autozam NNP
Autry NNP
Autumnal JJ
Auvil NNP
Auxiliaries NNPS
Auxiliary NNP
Av NNP
Av. NNP
Ava NNP
Available JJ
Avalon NNP
Avant-garde NN
Avantor NNP
Avco NNP
Avdel NNP
Ave NNP
Ave. NNP
Avedisian NNP
Avelar NNP
Avena NNP
Aventine NNP
Aventino NNP
Avenue NNP
Avenues NNP
Averae NNP
Average NNP
Averages NNP
Averell NNP
Avery NNP
Avi NNP
Aviacion NNP
Avianca NNP
Aviation NNP
Aviazione NNP
Aviion NNP
Avions NNP
Avis NNP
Aviv NNP
Aviva NNP
Avmark NNP
Avner NNP
Avnet NNP
Avocado NNP
Avocados NNS
Avoid VB
Avoidance NNP
Avoiding VBG
Avoids VBZ
Avon NNP
Avondale NNP
Avowed JJ
Avrett NNP
Aw UH
Awad NNP
Awake NNP
Awakening NNP
Award NNP
Awarding VBG
Awards NNP
Aware JJ
Awareness NN
Away RB
Awe NN
Awesome JJ
Awkwardly RB
Awww UH
Ax NNP
Axa NNP
Axa-Midi NNP
Axe NNP
Axel NNP
Axelrod NNP
Axioms NNS
Axis NNP
Axxess NNP
Ayala NNP
Ayatollah NNP
Aycock NNP
Aye-yah-ah-ah UH
Ayer NNP
Ayers NNP
Aylesbury NNP
Ayob NNP
Ayres NNP
Aysshom NNP
Ayub NNP
Azabu NNP
Azalea NNP
Azara NNP
Azcuenaga NNP
Azem NNP
Azerbaijan NNP
Azerbaijani NNP
Azioni NNP
Aziz NNP
Aziza NNP
Azlant NNP
Azoff NNP
Aztar NNP
Aztec JJ
Azucena NNP
Azusa NNP
B NNP
B&B NNP
B&H NNP
B&W NNP
B'Gosh NNP
B'dikkat NNP
B'dikkat's NNS
B'nai NNP
B'rith NNP
B-1 NNP
B-1B NNP
B-1s NNPS
B-2 NNP
B-2s NNPS
B-3 JJ
B-4 NNP
B-47 NN
B-52 NNP
B-52H NN
B-52s CD
B-58 NN
B-70 NNP
B-As IN
B-I-G NNP
B-cell NN
B-cells NNS
B-flat NN
B-movie NN
B-scale NN
B. NNP
B.A. NNP
B.A.T NNP
B.A.T... :
B.B. NNP
B.B.C. NNP
B.C NN
B.C. NN
B.C.-based JJ
B.D. NNP
B.F. NNP
B.G. NNP
B.J. NNP
B.M. NNP
B.S. NNP
B.U. NNP
B.V NNP
B.V. NNP
B.t.u. NN
B2 NN
B70 NN
BA NNP
BACK RB
BACKED VBD
BAHAMIAN JJ
BAII NNP
BAKER NNP
BAKKER NNP
BALANCES NNS
BALKS VBZ
BALLOT NN
BALLOTS NNS
BALLY'S NNP
BAM NNP
BANCORP NNP
BANCORPORATION NNP
BANK NNP
BANKAMERICA NNP
BANKERS NNS
BANKS NNS
BARKER NNP
BAROMETER NN
BART NNP
BASF NNP
BATTLE NN
BATTLED VBD
BAY NNP
BAe NNP
BBB NNP
BBC NNP
BBDO NNP
BBN NNP
BCA NNP
BCD NNP
BCE NNP
BCED NNP
BCI NNP
BCS NNP
BDDP NNP
BDO NNP
BE VB
BE&K NNP
BEA NNP
BEAM NNP
BEARS NNP
BEAT NN
BEAVER NNP
BECHTEL NNP
BECOME VB
BEEN VBN
BEER NN
BEGAN VBD
BEI NNP
BEING VBG
BELEAGUERED JJ
BELL NNP
BENEFITS NNS
BENTSEN NNP
BERNARD NNP
BEST JJS
BET NNP
BEVERLY NNP
BEWARE VB
BG NNP
BGS NNP
BHP NNP
BIA-COR NNP
BICC NNP
BID NNP
BIG NNP
BIGGER JJR
BILL NN
BILLS NNS
BILZERIAN'S NNP
BIO-RAD NNP
BIOTECHNOLOGY NN
BIP NNP
BIRDS NNS
BITCH NN
BK NNP
BL NNP
BLACK JJ
BLAME VB
BLAST NN
BLIP NNP
BLOCK NNP
BLOCKBUSTER NNP
BLOEDEL NNP
BLOOD NN
BLOW NNP
BLS NNP
BLUE JJ
BLUES NNPS
BMA NNP
BMC NNP
BMEWS NNP
BMI NNP
BMIRs NNPS
BMP NN
BMP-1 NN
BMT NNP
BMW NNP
BMWs NNS
BNL NNP
BNP NNP
BOARD NNP
BOARD'S NNP
BOAST VB
BOC NNP
BOD NN
BOD1,000 NN
BOEING NNP
BOGGS NNP
BOJ NNP
BOND NN
BONDS NNS
BONO FW
BONUSES NNS
BOOSTS NNS
BORLAND NNP
BOSSES NNP
BOSTON NNP
BOTH DT
BOTTLED VBN
BOZELL NNP
BP NNP
BPB NNP
BPC NNP
BPCA NNP
BPD NNP
BRACED NNP
BRADSTREET NNP
BRAINTRUSTERS NNS
BRAMALEA NNP
BRANDS NNPS
BRANIFF'S NNP
BREADBOX NN
BREAKERS NNP
BREWERS NNS
BREWS VBZ
BRIDGEPORT NNP
BRIEFS NNS
BRING VB
BRISTOL-MYERS NNP
BRITANNICA NNP
BRITISH JJ
BRK NNP
BRNF NNP
BROAD NNP
BROADCASTING NNP
BROKERAGE NN
BROWN-FORMAN NNP
BRUT NNP
BS NNP
BSB NNP
BSN NNP
BSPP NNP
BT NNP
BTL NNP
BTR NNP
BTU NNP
BUELL NNP
BUFFALO NNP
BUILDING NNP
BULL NNP
BUNDY'S NNP
BURBANK NNP
BURNHAM NNP
BUSH NNP
BUSINESS NN
BUSINESSLAND NNP
BUSY JJ
BUT CC
BUY-OUT NN
BUYERS NNS
BUYING NN
BV NNP
BVI NNP
BVI-based JJ
BVIslander NN
BVIslanders NNS
BW NNP
B\/C NN
B\/T NNP
Ba-1 JJ
Ba-2 JJ
Ba-3 JJ
Ba2 JJ
Ba3 JJ
Baa-1 JJ
Baa-2 JJ
Baa-3 JJ
Baa1 JJ
Baa2 JJ
Baa3 JJ
Baar NNP
Babatunde NNP
Babbitt NNP
Babble NN
Babcock NNP
Babe NNP
Babel NNP
Babelists NNS
Babies NNS
Babin NNP
Babin-Festival NNP
Babson NNP
Baby NNP
Baby-dear NNP
Babylon NNP
Babylonian JJ
Babylonians NNPS
Bacardi NNP
Bacarella NNP
Baccarat NNP
Bacchus NNP
Bach NNP
Bacharach NNP
Bache NNP
Bachelor NNP
Baches NNPS
Bachlund NNP
Bachman NNP
Bachmann NNP
Bachtold NNP
Bacillus NN
Back RB
Back-of-the-envelope JJ
Back-to-back JJ
Backbends NNS
Backe NNP
Backed VBN
Backer NNP
Backers NNS
Background NN
Backhaus NNP
Backing VBG
Backlog NN
Backs VBZ
Backseat NN
Backstage RB
Backstairs NNS
Backstitch VB
Backstitching VBG
Backup JJ
Backward NNP
Backyard NN
Bacon NNP
Bacteria NNS
Bacterial JJ
Bad JJ
Badder NNP
Baden-Baden NNP
Baden-Wuerttemberg NNP
Baden-Wuerttemburg NNP
Bader NNP
Badges NNS
Badin NNP
Badlands NNS
Badly RB
Badrawi NNP
Badura-Skoda-Vienna NNP
Baer NNP
Baeyens NNP
Baeyenses NNP
Baffin NNP
Bafflers NNPS
Bag NN
Bagatelles NNPS
Bagcraft NNP
Baggage NN
Bagging VBG
Bagh NNP
Baghdad NNP
Bagley NNP
Bagneaux NNP
Bagnoli NNP
Bags NNS
Bah UH
Bahamas NNPS
Bahamian JJ
Bahar NNP
Bahcall NNP
Bahi NNP
Bahia NNP
Bahr NNP
Bahrain NNP
Bahre NNP
Bahrenburg NNP
Baiba NNP
Bailard NNP
Baileefe NNP
Bailey NNP
Bailiffs NNS
Bailit NNP
Bailkin NNP
Bailly NNP
Bailout NNP
Baily NNP
Baim NNP
Bain NNP
Bainbridge NNP
Baines NNP
Baird NNP
Bairnco NNP
